PostId,Body
17410904,"The execve() call supplies a new environment to the executed program. For the program to be able to access the X display, you need to retain certain environment variables -- DISPLAY at minimum. Have you inadvertently omitted DISPLAY from the new environment?For OMXPlayer to work without X, it has to have access to the video device itself (/dev/video, in this case; see OMXPlayer builds page for details). It's usually configured so that all members of the video group are allowed to access it.You can use popen(""id -Gn"", ""r"") in your program, to run the id -Gn command which lists the current group memberships. (Read the list as a string from the file handle, then close it using pclose().) If the list does not contain video, then the problem is that the privileges of the user that is running the original program do not include access to the video device. The fix is simple: adding video to the groups that user is a member of.Here is an example program, run.c, to illustrate basic use of execvp():You can compile and test it using e.g.Note that the run() function does not attempt to check whether the command was actually executed or not; it just returns the child process PID, or (pid_t)-1 if fork() fails.Many implementations, including GNU C library popen(), use the 127 exit status as an indication that the execution failed. That is, it is not returned by the command that should have been executed, but by the child process, because the command execution failed. The above run() does so too.You can use a close-on-exec pipe between the parent and child processes in the run() function, to let the parent process know whether the child process successfully started the desired command or not, and if not, why not. The parent process can then also immediately reap the defunct child process. This leaves very little extra effort to the caller in case of errors, so I personally highly recommend this approach. Here is an example implementation:The only downside to this approach, in my opinion, is the extra two descriptors used in the parent process, albeit only temporarily. In almost all cases this is irrelevant, but if you have a server-type application that uses a lot of file descriptors, this is something you should be aware of.The Phidgets library uses threads. The thread that executes the callbacks is different than the one that say, waits for the keypress in the RFID Phidgets example. One option would be to use posix_spawn() to execute the player (from a non-main thread).However, in general, it is better to have the main thread monitor both the player using waitpid(child, &status, WNOHANG) to check if the player has exited, and to handle any new RFID events, launching the player as needed (killing an existing instance if new RFID), and even killing the player if the RFID is moved outside the reader range.This requires a simple threaded event queue:As per the Phidgets RFID example, the tag and tag lost handlers areInstead of waiting for a keypress after everything has been set up, you create a loop, something likeIf you start the player, the above loop detects it is not playing within a second. If there is no player running, then it's okay for the loop to wait for an RFID signal for as long as it wants -- I used 30 seconds."
17552715,"You will need to use long to store values over 32767 (or in an unsigned, over 65535). I'll be back with a simpler piece of code - I think your code is more complex than it needs to be. This code uses no standard functions except isdigit, and just walks through the number. No limitiation on the size of the number (obviosusly, if you go over the limit for a double, then  it will fail). Error handling may need a bit of improvement. I have given it some mild testing... "
17720837,Thank you for your answers. This is my final code:
18175521,"I'm not sure I understand your exact problem.  There are a few problems with the function though which might explain a variety of errors.The linesseem wrong.  You'll decide when to grow the buffer by comparing the number of characters read to absoluteMax so this needs to match the size of the buffer allocated.  You're currently writing beyond the end of allocated memory before you reallocate.  This results in undefined behaviour.  If you're lucky your app will crash, if you're unlucky, things will appear to work but you'll lose the second half of the data you've read since only the data written to memory you own will be moved by realloc (if it relocates your heap cell).Also, you shouldn't cast the return from malloc (or realloc) and can rely on sizeof(char) being 1.You lose the first character read (the one that is read just before the while loop).  Is this deliberate?When you reallocate buffer, you shouldn't reset rcount.  This causes the same bug as above where you'll write beyond the end of buffer before reallocating again.  Again, the effects of doing this are undefined but could include losing portions of output.Not related to the bug you're currently concerned with but also worth noting is the fact that you leak buffer and fdF.  You should free and fclose them respectively before exiting the function.The following (untested) version ought to fix these issues"
18415021,"You probably meant ""string"" instead of ""String"" from std. After that change, it compiles. See the working code below.Also, this is not a typical to implement linked list. Besides, you could just use the corresponding linked list from std unless you have a specific requirement you have not yet mentioned."
19195767,"You pass a pointer to the function but the function is a class member. Likely the call will be invalid because the this pointer will be garbage(may compile fine but will throw strange errors at runtime).You need to define a plain vanilla function, outside of any class, and use that.
If you don't have a very complex project you can get away with having a global pointer to the class instance you should use and just delegate the call in your new function.
If you want to do thing the right way you need some mechanism to get the instance pointer I talked about above. Usually this involves either a singleton or some factory pattern.Example:Having a callback on method will crash because you have an invalid pointer for this so x=5 will write 5 somewhere randomly in memory.
What you need is somehting like:Now you can pass method_delegator to the function. It will work because you now also pass foo_instance for this pointer."
19868780,"Offering this as a suggestion in support of what you are doing...Would it not be useful to replace all of the nested if()s in your loop with something like:   EDIT added global string to copy myString into once captured  Now, the return value from mySerial.available() tells you exactly how many bytes to read, you can read the entire buffer, and test for validity all in one."
19889148,"Before answering your questions, let's look at what's going wrong with solutions 1 and 2.The problem with solutions 1 and 2 is that you're using an initialiser ( i.e. the `{} syntax ), where your compiler is expecting an assignment expression. Initialisation syntax can only be used at the point where the variable is declared. Roughly speaking, initialisation should be understood as giving a value to a variable as soon as it is constructed. Assignment should be understood as giving a value to a variable that has already been constructed somewhere else.So when you do: You are doing initialisation. You are initialising the variable codes to a freshly allocated array of pointers to unsigned char.On the next line, you are then telling the compiler you are doing an assignment. You're using the = sign and assigning to codes, which was declared on the previous line - compiler sees this as assignment.But then, immediately afterwards, you attempt to use initialisation syntax. Your compiler is complaining because it's read this:as a complete expression. It read that as you're allocating an array of CODE_LENGTH bytes and assigning it to the RADIO_ONOFF th member of codes.And it expected you to stop there, with a semi colon but you continued and added the initalisation syntax {}. It doesn't understand, because you are mixing assignment and initialisation together - which are two separate things.  That's why you're getting the ""I expect a semi colon"" type error from the compiler.To answer your questions, both solution 3 and 4 are taking the long way round. There are quicker ways of initialising a 2D array in C++. I also agree with previous answer about using uint8_t.Would something like this be more suitable?A good way to read array syntax is to take the final (rightmost) value in the square brackets [] as the size of some array, and then work backwards.So uint8_t codes[CODE_LENGTH][NR_OF_CODES] will decode out to an array of size NR_OF_CODES of  something. And to get that something go left, and we see uint8_t codes[CODE_LENGTH] - so it's an array of length NR_OF_CODES of arrays of uint8_t, each of length CODE_LENGTH.I hope that helps.NB. In answer to your comment about needing to index the array with named indices - there's nothing stopping you from referring to the individual members of codes via an index.
What you can do is initialise the whole thing via {0} - shorthand for initialising all members to 0.And you can assign members of the RADIO_ONOFF array (or any array for that matter) individually e.g.Try this example - and note the output:"
19893013,"Let me offer a suggested sketch with a few changes. Bastyen's idea of using a timer is quite good and makes the code much easier. The approach I would suggest is to have the timer pop forever at a fixed interval (100 milliseconds in my sketch). If the LED should not be blinking it stays off. If the LED should be blinking, it switches from off to on or vice versa each time the timer goes off.A few notes:The setup function establishes the timer with a 100 millisecond interval and attaches the callback routine. Based on my testing, this only needs to be done once.The main loop just ignores everything unless an input string is complete. If an input string is ready, then the input string is checked for two known values and the appropriate steps are taken. The input string is then discarded.The timer callback routine forces the LED off, if we are not in blinking mode. Otherwise, it just toggles the state of the LED.The flow on and flow off routines set the blinking state as need be and control the valveThe serial event routine has two changes. First, input is ignored (and kept in the buffer) if an input string is already complete. This will preserve commands that are being sent to the Arduino while the current command is being processed. Second, the newline character is not added to the input string. This makes checking the input string slightly easier."
19894433,"I think this is your error:This might work better:That should eliminate any garbage that you were seeing due to unterminated strings.  That said, to get nice newline-terminated strings, you probably need an outer loop to look for those boundaries and divide the stream properly that way.One way to do that might be this:  Declare a string received in your class to hold all buffered input that hasn't yet been returned to the caller.  Then, rewrite read_data() as follows:If you'd like a version that returns an empty string when there no complete line to see, as opposed to waiting forever for data, you can use this version of code.  Note:  If there's buffered data with no terminating newline, it will hold onto it until it does see the terminating newline.  You might want to add a separate flush method to make that data visible."
19951359,
20324420,"To read a string, you can allocate memory for it and then add bytes from Serial:"
20434191,You have to declare your classThis is just the simplest example imaginable. But you have to implement Constructor and Destructor and add the included´s needed. 
20779191,"You are checking the each bit of x (0 to 7) in the code by doing Say for example: You want to display 0 on the led. the seven segment code for displaying 0 on led is 0X3F (The variable x has the value 0X3F). (For more on seven segment display).You are checking the each bit of the 0X3F and the variable 'b' has the value whether the bit i is 0 or 1.For example:Will print when you say the variable yaw is having the seven segment code for the number you want to display on LED and you are checking each bit of yaw. If the bit is 1 you are calling sendOne() function, which might be sending a high voltage to the LED and which will light up the corresponding LED in the 7 segment display. If the bit is 0, you are calling sendZero() to send a low voltage. Here you can notice that you are trying to light up the individual LEDs in the 7 Segment. The above program will be so fast that, you will see all the LEDs (who's bits are 1 as per the 7 segment code)lighted up. "
20928942,"The issue was complex (consisted with a few smaller issues). Dumping request and response frames from both ends as @tomlogic suggested was quite helpful.To resolve these issues I first ensured that hardware part works.XBee explorer has 4 LEDs. One is power and should always glow red when powered. And 3 others, depending on what explorer you have, may be called rx, tx, rssi or din, dout, rssi.When transmitting code runs, we first need to make sure that rx and tx are blinking simultaneously every second. I.e. signal is sent each second.When receiving code runs and calls readPacketUntilAvailable, LEDs on receiving XBee explorer should glow as follows: rssi glows constantly, tx or dout should blink.Now that when we know hardware is fine, we can debug software part.My issue was with receiving code. When we are setting up receiving XBee, we need to make sure we do two things. First, we call xbee.begin(baudRate). And second, we should reset module.And last, but not least thing, readPacketUntilAvailable method will not reset response. We call this function in a loop. Whatever first response we get will be repeated, no matter what other data is sent by transmitter.First response that receiver got in my case was MODEM_STATUS_RESPONSE (0x8A in HEX). And subsequent packets were not read. readPacket must be called instead, since that method will reset previous response.My receiving code now looks like this:"
21035211,"With the below edition of the above sketch, you can simply add to the end of beat[] and notes[]. Note that number characters in notes[] should equal number of elements in beat[]. As I see in the "
21149578,"Unfortunately you will need to loop through each of the filenames individually. please look at an example of my code that does just this. Similar to the above comment by ""A Person"". Here are links to my actual use WHERE I use it and THE filter functionNote that my above use is using the SdFatLib, a more advanced version that SD (the IDE provided) library. Below I have adapted the same function for SD. Should work as it merely inspects the pointed char arrary's last 4 characters. FYI - Note that the SD and SdFatLib only support 8.3 format. "
21199851,"Dynamic allocations are a bad idea on AVR not because it is an 8bit MCU, but because of potential stack-heap collisions. The problem above is that you have a global char*, and being global, it gets initialized to NULL [this is part of the C standard, you have no control over this, it is done by the __do_clear_bss section of the final executable]. The moment you do strcpy() on this NULL pointer, you start writing at address 0. Now, if this was an x86 machine and you were working at an application level, the software would crash with a segmentation fault. There is no memory protection in AVR, so strcpy() will happily start copying the string to address 0 in RAM. This falls right into the register file if using absolute addresses, meaning that any variables that were cached on these registers are now trashed. Consider this test case:which compiles to:if done with avr-gcc version 4.8.2 and invoking the compiler with avr-gcc -O3 -mmcu=atmega168 -o avr.elf avr.cFrom the AVR instruction set manual, the st instruction says:
""Stores one byte indirect with or without displacement from a register to data space. For parts with SRAM, the data space consists of the Register File, I/O memory and internal SRAM (and external SRAM if applicable). For parts without SRAM, the data space consists of the Register File only.""which corroborates the above. Obviously, the compiler doesn't really know you trashed the registers, and will happily use them for other things, trashing them even further. Reading from them after the strcpy() will yield problems as well. You can fix the issue by making a buffer, if you want it global, as char message[8];. Since it is a global variable, all elements get automatically initialized to 0. As to why your data is getting trashed, I would have to see more of your code to determine why. Most likely though, due to memory corruption.Cheers."
21464832,"Dynamic array in C++ is found under the name vector. You call would become:There are multiple issues in your code, for instance:is a pointer, sizeof(_relay) is the size of the pointer, nothing to do with the size of the memory allocation it points to. So  sizeof(_relay)/sizeof(short); is equivalent to  sizeof(short *)/sizeof(short); which does not really make any sense.When you do:you are copying a pointer, now _relay points to the same place _pins point. However this memory where they points to was ""volatile"": it is a temporary you allocated at the call site. It will be de-allocated as soon as the call return. Your pointer is now pointing to an area you should not access anymore."
21467525,"It's generally questionable class design to have a C++ class contain a pointer to ""outside data.""  Often a better way to do it is to have your C++ use a copy of the external data, so it's clear that the memory is de-allocated when the class instance is destroyed.  Also as someone else mentioned, some of these things are much easier to do with C++11.  If you're using g++ or clang++ as your compiler, you may already have support for C++11, which makes a lot of things very nice and easy, especially for embedded system work.  In this particular case, here's a complete and compilable program (I used g++ and compiled with g++ -std=c++11 -o relay relay.cpp with the following as the contents of relay.cpp.  I've combined everything into a single file for simplicity of illustration, but in real life, you should keep the separation of .cpp and .h files that you already had.#include 
   #include The enum for the A0 through A4 lines are just for completeness in this example, but they might be #define or const int declarations.  It doesn't matter.  The two print...() functions are only for illustration to demonstrate that it's actually doing what's expected.  In this case, the output is:The std::vector is part of the standard library and could be used even if you're not using C++11.  If you are, then you can take advantage of such interesting things as move semantics and constexpr and other goodies that are of particular use in embedded systems.  One such nice feature is called a list initialization and is used within main in this sample program.  In this line:A temporary std::vector<short> is created and then used to initialize the reles class instantiation.  A clever compiler can, under some circumstances, optimize away the creation of such temporaries.  As always, looking at the actual assembly language output is useful for evaluating particular techniques and particular compilers.Another thing that I find very useful is the for (auto i : _relay) style of for loop. This tells the compiler to automatically infer the type for i by treating relay as a collection of something.  Very concise and very handy.If you're not yet familiar with the C++ language (or just the relatively new parts), I'd recommend getting a book such as Stroustrup's The C++ Programming Language, fourth ed..Edit:
In the unfortunate case that you have a very limited C++ compiler, as seems to be the the situation with the Arduino, you'll need to do things differently.  Specifically, because you don't have an operator new or operator delete you'll have to either pre-allocate some maximum size for your arrays, or simply rely on those being passed in as part of the initialization.  Here's one way to do that:"
21505275,"Please, note, that there is no easy way to specify additional flags from Arduino IDE or use other IDE (Eclipse, Code::Blocks, etc.) or command line.As a hack, you can use a small proxy program (should be cross-platform):You're done!Example avr-g++.ini:"
21506507,"It can get tricky using classes with Arduino/Wiring since, to simplify things for us, there is stuff that goes on at compile time which is not obvious (and not like using straight C++).For your task, writing a function to set the pin should work (and good practice - the whole encapsulation thing). The code below compiles (though I haven't run it).Careful with classes on Arduino though - there isn't much memory to play with so sometimes, the cleaner, more obvious approach won't work and one needs to resort to storing things in arrays and using lots of variables."
21607031,"You must protect against buffer overflow. The buffer tmp must be terminated with a zero value byte. tmp is static so is zero filled. Use a sentinel value (BufferMaxChars) to ensure that the final byte of the buffer is zero-value terminated.I am guessing here - but possibly you want to print out the string value enclosed with quotes. If that is the case, the tmp buffer would only be assigned once count == 1 (when the first quote char was found)."
21657278,"You where close, you just need to move the pin variable definitions out of the function.  That will make them have a permanent lifetime.  Your library probably does not need any module other than the .CPP file they are defined in to use the variables 'redpin', etc.  The addition of 'static' below means that these variable will not be visible to other code modules.  That means if some application by chance uses a variable 'redpin' then it will not interfere with your code.You showed no use of ledID.  Are you thinking there are more than one LED?  C++ will not construct variable names on the fly.  If you are going to have N LED's then the above would use an array."
21919499,In general case they are not the same.Let's assume that a and b are some expressions. For example a is expression x += z and b is a single variable yNow consider the following codeThe output is
22135948,"The best way to do this is to pass the value into the function as a parameter. Here's a simple example:Class:Sketch:The setup() function here passes global variable someNumber into the class's member function. Inside the member function, it stores its own copy of the number.It's important to note that it has a completely independent copy of the number. If the global variable changes, you'd need to pass it in again."
22138528,As much as Bloomfiled's answer is correct using the the more accepted practice of employing Getter and Setter functions. Below demonstrates this along with making the attribute public and directly accessing it.
22235592,"Nope :)A quick solution may be to wrap your code in a loop, like so:"
22297863,You could also use the combination of printf() and strtof():
22643927,"Well I managed to solve it by dividing the logic between priming for a answer, and then waiting for the input to the answer, if anyone is interested:"
23194097,"One obvious problem is that you are returning the address to a local variable:Here, the returned pointer points to the address of tempValue. This ceases to be valid once the function returns. Just use an int:Next, I doubt that this is a valid argument to Serial.println:but this should work:"
23242578,"Perhaps that is best Way to convert Float to Byte and Byte to Float,-Hamid Reza.regards.
    `"
23531356,"well, as the compiler is telling you, you can't print a HardwareSerial, because it makes no sense.Though, you're not taking the right approach for your problem, because this is a folded problem:For the first point, there's not much you can do, everything is setup at compile time, and that's what you'll have to implement: different usecases depending on different AVR.For the second point, I don't think there's anything to test that in the HardwareSerial class, though you can do it yourself:cf source code of HardwareSerial:in there:HTH"
23571875,"in arduino, i guess this is what you have:in that code, while a new character is being sent (and you've read the entire buffer), you haveso the main loop setsand you lose the previous data. Fix this inicializing cmd outside the main loop, and also inicialize c outside the loop:"
23634960,"You can really cut down printf if you remove the extraneous formats.
Here is an example alternate fprintf (printf is just fprintf with 1 as first arg) that compiles down to 1/2kb including my conversion functions (it could be smaller if you remove more)just comment out the formats you won't need and modify for your existing conversion functions - Also if you want it to be more compliant, make it an int function vs void and sum the returns of write for the return value ... though 99% of the time I don't use printf's return."
23735596,"You have a couple of errors/misunderstandings in your code, so I've added a bit of simple debugging that works by opening Tools>Serial Monitor after you've downloaded your code. In your EdgeDec() function (function = Java method) you had if(EdgeDec = 1), but EdgeDec is just an int with the value of 7. What you wanted was to read the value of a pin numbered 7 - if(digitalRead(edgeDec1) == LOW).also, I reversed your logic from HIGH (1) to LOW (0) because you hadn't tied down the digitalRead pins either LOW (using external resistors) or HIGH (using the Arduino's internal resistors) - read my comments in the code. Not sure what you were doing with the while(true) loop - maybe some further debugging? Anyway, hope it helps..."
23875869,The while loop and the delay() call don't help.  Say that the PC sends the START command to enable temperature sampling and STOP to tell it to stop updating them.  You'll need a bool variable to indicate state.  Something like this:
24267993,"I stumbled around on this for hours. The first answer works well, but leaves a bit to be desired, if you are wanting to compile your libraries as you build them.I'm not using Arduino's libraries folder, but instead referencing like so:#include ""../includes/MyClassName/src/MyClassName.h""Sublime Text 3 beta with Stino plugin (HIGHLY RECOMMENDED - I enjoy it a lot!)Arduino IDE version: 1.5.6 betaOk, now on to the code. Here is MyClassName.h:Here is MyClassName.cppThe benefit of doing it this way is that you can load up MyClassName.cpp, modify it, and then compile right then and there. If you have any errors, you'll know about it. Also, you won't have to update anything in MyClassName.h as MyClassName.cpp is included and the #ifndef's keep from double declarations.The only thing I'm not sure about using this method is that compile time may still be hampered by the inclusion of MyClassName.cpp in the .h file. That is the main reason for having separate files in the first place. Perhaps an expert in C++ could comment on this?"
24273173,Pass the values you want the function to output by reference or by pointer.  output will be 0 20 30
24420675,"Here's a way to do what you want that won't break if you're on a system with a different endianness from the one you're on now:You can see it in action here: http://ideone.com/umY1bBThe issue with the above answers is that they rely on the underlying representation of floats: C makes no guarantee that the most significant byte will be ""first"" in memory. The standard allows the underlying system to implement floats however it feels like -- so if you test your code on a system with a particular kind of endianness (byte order for numeric types in memory), it will stop working depending on the kind of processor you're running it on. That's a really nasty, hard-to-fix bug and you should avoid it if at all possible. "
24742504,Code works by simply adding a delay(100) after the first Serial.available()This is the code:
24758754,"Edit: I make a big edit of this post, because I think that's currently not the best solution. This edit is really similar to @MarkusMayer answer, but I came to it in a very different way of thinking (I think), so maybe it will help you.First, let define a GPIO pin, which can be anything you want (a class would be good, then you can do pin.setOutput() or pin.set(), etc. I let you define it the way you want, let's just assume we have a GPIOPin class.First, I define an abstract board as a set of pin, which look quite correct to me:Then I define interface for ADC and LEDs which are also abstract:Now I can create what represent the real board with ADC and LED:Then you create your own ADC and LED:Finally, you can simply use it as follow:I did not define destructor for MyBoard or Board but of course you can. You can also use shared_ptr like @MarkusMayer.End of edit.I think there are different approaches to this problem, I'll present here what I would have done. It is often difficult to use OO design on embedded system, first thing is that you should have singleton class almost everywhere because you've only one ADC (you cannot instanciate multiple ADC), so your ADC class (and LEDBoard class) should look like:To answer your problem, I would create a base class that do your initialization, and will do it only once (use of a static member to know if ports are already initialized).Then your ADC and LEDBoard class inherit from GPIOs:Then in your code, you simply do:You could also use a singleton for the GPIOs class but since it's an abstract class than is only used by ADC and LEDBoard which are already singleton, it's not the most useful.I'm sure there are plenty of other ways to deal with your problem, but the main idea I wanted to show is the use of init method / class that you can call multiple time without doing mutiple initialization because of the _init boolean."
24759886,"I'll sketch you an idea. I don't know of any design patterns for this, but the below may fit your need.Firstly I agree with your idea of using a GPIOPort to control the whole port, but I want to introduce a more modular approach than a ""class in a class"". Instead of setting up the ports in the device constructor, I suggest creating an object that describes the device, and let GPIOPort setup the devices based on these descriptors.My idea is to encapsulate the access to the GPIO through the GPIOPort class. But, leave the raw output open for the user of the code to work with. This could be combined with other classes as well, but they should be using GPIOPort in this design, and not the other way around.One (of many, sometimes conflicting) advices in OOP is that you should only subtype a class if its behaviour has changed. If you can express difference between two classes simply by changing the attributes, they are of the same class. I'm unsure if that is the case here, depending on how how much work you have to do to initialize a device."
24760569,"Some definitions:I highly recomment to not use a singleton. Some day you may connect a second device to other GPIO Pins and you will be in trouble.If you create separate classes for LEDBoard and ADCBoard, you have to ask: 
""What do I need to create a LEDBoard/ADCBoard?""
Well... You need a Device!So my design would be the following:You can use the classes like this:Benefits:"
24996105,"Example 1 on how to convert a byte to a hexadecimal, null terminated string:This method is usually faster than the second example below.Example 2 on how to convert a byte to a hexadecimal, null terminated string:"
25153311,"You have to actually allocate the array; and you'll want to use a pointer type, float array[] is not what you think there. As juanchopanza reminds us, you'll also want to either disable the copy constructor and assignment operator, or implement ones that do a proper deep copy.However, if you have some dynamic, automatic container at your disposal (e.g. std::vector) you might want to use that instead - then you don't have to deal with copy / assignment / destructor / memory management."
25153423,"If you only know the size at runtime, Jason C's answer is what you want. ( With juanchopanzas comment )If the size is known at compile time, you can use templates:Or use classes like std::array instead of std::vector."
25174645,"What should I do?Use your code as shown without any of the volatile and be happy :)The volatile keyword is only a hint to the compiler that a variable might change by unseen paths.  If a simple variable was modified only by the ISR, then it would not hurt to mark volatile.  Such a mark could prevent the compiler from doing the wrong thing with code like this:For your object, it is only about whether the changes introduced by the ISR cause variable changes that other users of the object might not see.  If the PID object is consuming the input and the only driver of the outputs via compute() there isn't an issue.  In other words, the changes in compute() are not affecting the main loop()The bigger concern should be consistency which is not fixed with volatile.  If setpoint is a 32 bit integer then the value in memory cannot change atomically.  The main loop() might have an innocent lineBut this involves getting the value from memory into a register, performing the math and writing back out.  At any clock tick in the process, the interrupt may occur.  Exactly in the middle of storing the new value of setpoint to memory, the interrupt might occur (will occur eventually).You protect this by disabling the interrupts in the main loop() while accessing the shared object.Now you are ensured that the interrupt will not occur at the exact worst moment and execute compute() on a broken value of setpoint."
25185476,
25219783,"The below code creates an array of your groups and then iterates through it, invoking a call to a Foo method for each of your instantiations (foo[0-8]). It makes a few assumptions about the contents of the arrays involved (namely the bounds on i and j), but it should do for the example, and should be easy enough to customize to your liking:Output:I hope that this answers your question. Let me know if it doesn't, and I'll see what I can do :)"
25344516,Your line static int* link[6]; // array of pointers inside your class definition is only a declaration because it is static. You need to ad a definition outside the class in a source file (not a header): int* Scenario::link[6];Something like this:
25580526,"If you change your code to a practical and simple 'helloworld.cpp' file and compile it with a GNU C++ compiler, you are warned about the problem with how you are currently returning a pointer to something on the heap that gets destroyed when getLat() goes out of scope:Compiling:At runtime, I see garbage:A quick fix, but not necessarily the best fix, is to allocate the buffer variable on the heap instead of within the scope of getLat().  Change GetLat() code like this:...this yields better results:Don't forget that you have to deallocate the heap memory storing the char[10] buffer object after you finish with it, or you have yourself a memory leak. :-)"
25827521,"I solve like this, but I am not satisfied.It's not important of '2,' is not display. 
How would you do better?"
26087477,"First off, using 'if' is more versatile than 'switch'. For example, if the value was 601, you'd still want the LED to flash, but your current code wouldn't do it.What you need is a persistent variable that's defined outside of the functions. You can't define it in setup() or else it won't be recognized in loop(). You then look for changes in the values read from the switches, and adjust the variable accordingly. For example:Note that how I've written it here, the threshold will reset to 600 each time the device is turned on. If you want the threshold to be persistent even when the device is unplugged, you'll need to use the Arduino's EEPROM. But that's more complicated. Let me know if you'd like me to get into it."
26484776,"This Web client sketch has been tested and works flawlessly.If for some reason it keeps hanging, you can implement a watchdog timer mechanism. For more info about WDT on ATmega328P Datasheet.
I have an example from one of my projects:"
26661151,"If char delta(e, z) {} should be a function definition, you have to remember the proper syntax to do so."
26807673,"It reads 'ÿ' because there is no char to read in the buffer. It takes some time for the others characters to unstack from the uart buffer. So, you cannot do a loop to read chars. You have to wait that another character is available before reading it. Also, this way of waiting characters is not the best way because it blocks the main loop.Here is what I do in my programs:"
