PostId,Body
14304,"Got it! After doing the requisite amount of research... I've developed a much improved checking system which allows me to truly demarcate between messages during running status much like Nick Gammon's code. While the code seems to work perfectly now it was still a bit glitchy when I tried it the other day. Perhaps I accidentally fixed it, most likely it'll crop back up again. How does it look?On top of this, I managed to tweak the code to output particular values to a shift register as I had initially intended. The method I use to differentiate between note and velocity bytes is less than ideal but works on my keyboard. Because of certain limitations it only works over a range of 13 notes but that's fine for now. Code and flowchart below."
14352,"If you just want some example code, here is a smallish sketch I wrote that controls some LEDs via a shift register. Exactly how the shift register works isn't important, but you can see the basic idea for taking input from the serial port and decoding it:Example of commands understood by the above code:This code processes a 3-digit string as:Where ""nn"" is the LED number and S is the new state (1 = on, 0 = off).There is a more elaborate example on my page about using a 74HC595 output shift register as a port-expanderHow to process incoming serial data without blockingState machines"
1447,"What you describe seems to be a common issue that many C or C++ developers can get (or have got) with sizeof.Take a look at the following code:In that code, size1 will be evaluated, by the compiler, to 3 which is the real size of a variable, whereas size2 will be 2.This is just because sizeof a is evaluated by the compiler, and the compiler knows that a is an array of 3 char; but when a is passed as an argument to function size(), it is converted to a pointer (to the first element of the array), hence its size is the size of a pointer, which is 2 bytes on AVR ATmega MCU.This subtlety of sizeof may explain strange values as you describe.Most C functions that take an array as argument will require another argument that tells the size of the array; that's the way (the only one I think) to deal with this problem.Here is a sample code:It is common practice in C to declare an array and immediately after, define its size as above."
16002,"The “hint of blue on the strip” is a consequence of your second loop in rgbFadeInAndOutStrip1() ending with the test b > 0.  Because of that, the last strip1.setPixelColor() call sets the color to (0,0,1), a faint blue, instead of (0,0,0), off.  Here is some revised code that works ok:Note, since I ran tests on an Uno rather than a Leonardo, I attached pixel strings to pins 7 and 8 rather than 17 and 18.  I used enum to define constants, rather than declaring constants as variables, and factored some common code into functions rather than reduplicating it.Following is another program (which I call neocycle6) you can use to test two strips.  Note, it only counts colors down to 1 rather than 0 because I like the effect of leftover pixels glowing faintly.  Also note: the round boards I used have only 7 LEDs each, so I set PixelCount to 7, not 11; this uses pins 7 and 8, not 17 and 18; I don't drive the brightness beyond 77 since the LEDs are so bright anyway; and it doesn't have an
#include <avr/power.h> statement, which you can add if needed."
16003,"Your GSM shield will receive the SMS which your Arduino code can retrieve as a string of characters (that description hides a mountain of detail, most of which you won't need to know). It doesn't care what the content of the SMS message is.Your Arduino code will have to translate from the message text to motor-control commands so you want some text commands that will be easy to parse, but not so trivial that any random message might wrongly be interpreted as legitimate commands.The digit pair ""15"" might command motor 1 to speed 5. But you wouldn't want any message with a couple of digits in it to change a motor. (You didn't say you had multiple motors, and if not you can leave that part out).Let's make the message distinctive enough that it's unlikely to appear in some other context, yet simple enough to distinguish as legitimate. It would be nice if it's simple to thumb-type, too!""motor,1,5"" could convey the same information as the ""15"" in our first example, doesn't limit you one-digit values, isn't likely to appear in a ""Hey Dude, lunch at 12:15?"" type of conversation, is easy to parse and isn't too long to type on a tiny keyboard. You could extend it later, so ""motor,1,+2"" could mean to increase motor 1's speed by two units, ""motor,1,off"" could mean power it down (not just zero speed), and ""motor,all,off"", well, that's probably obvious.Look up the function sscanf() [oops: not sprintf()] for one way to parse the incoming strings and collect their data.Update: sscanf() does the reverse of sprintf(): It reads a string, collects values from it, and assigns them to variables. Search sscanf on the web for a description of its use.
Here is a sample program that reads a few possible SMS messages, checks whether they are motor commands (according to my simple example SMS above), and if it is, assigns the contained values to some variables in your program. You can see by the return values of sscanf() whether and how many conversions it made from each message, thus your code can tell whether a received SMS looks like a motor command, as well as what the command values are:"
1605,"Could you tell us which multiplexer IC you are using? This way, we can help you better. Also, why do you need the 8 second cycle? Does it matter if it's a little shorter or longer? If timing does not have to be very precise it would make things a lot easier.By the way: you say there are 30 sensors, but your table has 32...The following pseudocode will not work on your Arduino, but you can use the same structure.This code is by no means optimized, but written to make it easy for you to understand. Good luck!"
16155,"Each time the watchdog interrupt triggers, WDIE is reset. You will need to set it again in the loop if you want to continue capturing the interrupt rather than resetting the system.Also, consider using <avr/wdt.h> and <avr/sleep.h> to handle (most of) the watchdog and sleep functionality."
162,"If you want to know exactly how long something will take, there is only one solution: Look at the disassembly!Starting with the minimal code: This code compiled and then fed into avr-objdump -S produces a documented disassembly. Here are the interesting excerpts:void loop() produces:  Which is a function call (call), four copies (which copy each of the bytes in the uint32_t return value of millis() (note that the arduino docs call this a long, but they are incorrect to not be explicitly specifying the variable sizes)), and finally the function return.call requires 4 clock cycles, and each sts requires 2 clock cycles, so we have a minimum of 12 clock cycles just for function call overhead.Now, lets look at the disassembly of the <millis> function, which is located at 0x14e:  As you can see, the millis() function is fairly simple:So, if we add them all up, we have a total of 17 clock cycles in the millis() function itself, plus a call overhead of 12, for a total of 29 clock cycles.Assuming a 16 Mhz clock rate (most arduinos), each clock cycle is 1 / 16e6 seconds, or 0.0000000625 seconds, which is 62.5 nanoseconds. 62.5 ns * 29 = 1.812 microseconds.Therefore, the total execution time for a single millis() call on most Arduinos will be 1.812 microseconds.AVR Assembly referenceAs a side-note, there is space for optimization here! If you update the unsigned long millis(){} function definition to be inline unsigned long millis(){}, you would remove the call overhead (at the cost of slightly larger code size). Furthermore, it looks like the compiler is doing two unnecessary moves (the two movw calls, but I haven't looked at it that closely).Really, considering the function call overhead is 5 instructions, and the actual contents of the millis() function is only 6 instructions, I think the millis() function should really be inline by default, but the Arduino codebase is rather poorly optimized.Here is the full disassemby for anyone interested:  "
17025,"You are reading data without checking if there is any data there. That's like watching the TV without checking if it is turned on. Of course you get weird data.Pins 0 and 1 are used by HardwareSerial. Why are you using them for SoftwareSerial?So you initialized HardwareSerial, which now controls pins 0 and 1.Then you try to initialize SoftwareSerial on those same pins! Would you mind explaining why?Whatever your explanation is, it won't work.I've added in the changes you mentioned, but the data still seems to be skewed.You've changed things, for sure:Let's see. In a loop of 100 iterations you see if anything is available (and if so, put it into x).Then, regardless of whether or not you got anything you now assign x to y[i]. So, most of the time, y[i] will have garbage in it.the data still seems to be skewedNot surprised. Do it differently. Only write to the array if you have data. In fact you may want a complete rework. Read this:How to read serial without blockingI have posted the amended code. Change: Only add to the array is data is being read from buffer.You still have not fixed it. Let me talk you through what it is doing now.You are making 100 attempts to read some data. One or two may succeed, and they will be put into the buffer y (funny name for a buffer, right?).So imagine . is garbage and X is good data, after doing that loop of 100 the buffer will look like this:So your buffer is still 80% unchanged garbage. Then you print the first 64 elements (why 64 and not 100?) and you get a lot of garbage out. Exactly as expected.You need to think about what you are doing. Draw it out on a bit of paper, perhaps.Here is some example code from the page I linked for you, more than once. Please compare:"
17255,"Once I made a sketch to run multiple programs. I wrote a setup and loop function for every different ""program"", (e.g. setup_p1, setup_p2, ... loop_p1, ...) and then wrote a simple main sketch to handle them all.In my application I choose the program at startup with a 3-dipswitch, but you can easily switch this to allow ""on the fly"" switching.I choose to use a callback because it's faster than just checking the mode every time, at least in my case"
17504,"I had a similar problem when i tried to control some heating source here at home.This was how I made my steps to get it working.
First I will assume you are using the library time.h and DS1307RTC.h (check here for info: https://www.pjrc.com/teensy/td_libs_Time.html).Assuming that you will need 3 variables of the type tmElements_t.
tm will store your current time( the one you get from DS1307). The other two are auxiliary for defining time you start and time you stop the pump.
In similar way, you will need 3 variables of type time_t for the same reasons.
time_t variables store a the timestamps since 01/01/1970 (Unix epoch) which are easier to work with but tmElements structures are more human friendly.Now in your loop you need to get the current time from rtc:after, use the breaktime funtion to convert the timestamp value to tmElements struture:Next step is to copy contents of tm to the other auxiliary structures, use the memcpy function:after, change the the auxiliaries vars to meet your correct schedule of start and stop (are seconds important? if so, do similar way):Ok, we have the more human friendly start and end structures, lets get the timestamps from them. To do soo we use the makeTime function that converts tmElements_t structures to time_t:All you need to do now, is check if your current timestamp (now) is between this newly created timestamps:Extra tip: In case your stop hour goes past midnight, add one more day to the timestamp:clean code:EDIT: to correct the thing about midnight checks spotted in comments. New code:"
17614,"The problem code was reduced to this:This is the code which works:But I don't know how to explain that char inside main makes the problem disappear...EDIT
Just for the record, here are two more examples. The first example works with both compilation methods. The second example works only with the second compilation method. The examples differ only with that in the first direct code is used, and in the second it is used via functions."
18097,Given that my Python script printed the followingThis is the sketch I used to retrieve the array
18116,"This is my updated code based on your suggestions, jwpat, although I did not understand your comment with delay(70); not being needed if I start conversion with (2,0x5A). After running this code my results keep being the following values regardless of me shifting the distance between the sensors: 
72cm "
1816,Ended up going with something like this:
18221,"Regarding the question, “Does PinChangeInt only work on digital pins?”, note that PCI's work on all the digital pins of an ATmega328, and on the first six analog pins.  (32-pin '328s have eight analog pins, A0-A7; 28-pin '328s only six, A0-A5.)Regarding the problem symptom that “pulsewidth just seems to increase continuously”, that could happen if for some reason rising edges aren't processed.  To debug, add a couple more volative byte variables, say nrises and nfalls; increment each of them in the appropriate interrupt handler; and report their values from time to time.Regarding your #include <PinChangeInt.h> statement, note that PinChangeInt.h is deprecated (as of 3 April 2015).  Consider using EnableInterrupt.h instead.It's possible you'll resolve your problem while changing libraries.  If so, fine.  If not, or if that library's performance isn't adequate, consider changing over to handling the  pin change interrupts more directly.  The ISR in the following sketch shown below runs several times faster than code that uses PinChangeInt or EnableInterrupt library calls.[Edit: This edit encloses the ISR in a sketch that compiles.  The code previously shown was missing two array length specifications.  This code was tested with a rotary encoder attached to A2, A3, with A0 and A1 grounded; an output sample (using an Arduino Nano) follows the code.]The code shown above uses Streaming.h, a contributed library that adds some “syntactic sugar” to Arduino C.  That is, at compile time it converts C++-like << Serial stream operators to Serial.print statements, without increasing code size.  If you don't have Streaming.h installed, either install it via Streaming5.zip from arduiniana.org or manually translate the Serial << ... statement to Serial.print statements.A sample of the sketch's output on serial monitor:In the output above, the two 0's are from A0, A1 being grounded and not changing.  The next two numbers are from the DT and CLK lines of a KY-040 rotary encoder, which toggle alternately to encode step-direction.  They should represent on-times in microseconds, and are always multiples of 4 because micros() reports multiples of 4.  The last number is the number of times the ISR's change-checking loop ran since loop()'s previous print.  An A2 change will show a count of 3 or more, and an A3 change 4 or more.  Cases where times are the same may represent contact bounces shorter than the ISR's service time; ie, several falling edges in a row might be detected, or several rising edges.  A storage scope or logic analyzer probably is necessary for finding out exactly what happens."
18281,"You may find my answer to another question –  Read RC receiver channels using Interrupt instead of PulseIn – useful.  It includes the sketch shown below, which is intended for background timing of four RC channels attached to pins A0-A3.  See the other answer for further comments about the code, example output, etc."
18304,"Ok, if I understood what you meant, you want that a single led in the ring is on and the refresh rate is dependent on the pressure, right?If so, you did not write any ""select this led"" code, so it can't work.I fixed a couple of things in your code. Mainly:So, here is the fixed code. Let us know if it works for you"
18795,The compiler needs the prototypes of the functions before the body containing the call to the overloaded function otherwise if starts complaining that the parameters does not match the known function (at this point in the source code).Cheers!
18875,"So here's the new version, very strange, when I set the number on random, it doesn't work. However, if I enter a number myself, it does."
19007,"You might experiment with the code shown at the end of this answer.  It is fairly responsive, in the sense that readings are taken reasonably quickly (several per millisecond), which should leave a good deal of time available for other processing.In this code, all of the pins that are on the same port are sampled at the same time.  For example, pins 2,3,5,6  on an Uno are all on port D so their four pads can be tested all at the same time.  But if the pins list includes pins from k different ports, sampling will take up to k times as long as when sampling from a single port.  For example, on a Mega2560, pins 2, 3, 5 are on port E and pin 6 is on port H, so this code's execution time when processing buttons on pins 2,3,5,6 is about twice as long on a Mega as on an Uno.[Edit:  For Uno port-to-pin assignments, see an Arduino Uno Pinout Diagram.  On such diagrams, labels like ADC0 PCINT8 14 A0 23 PC0 show the Arduino digital pin reference number (eg, 14), analog pin label (eg, A0), its various functional designations (ADC0, PCINT8, and PC0, meaning analog input pin 0, pin-change-interrupt pin 8, and bit 0 of port C), and the physical pin number (23).   For hardware level information about Uno ports, see Atmel's document #8271.  Use Google images similarly to find other-model diagrams, eg Mega 2560 pinouts.]You may need to tune some of the constants to fit your own circuitry or switch-function requirements.  I'm not able to tell from the question what resistor sizes you are using or what your circuit is.  For preliminary tuning, enable the secondly() function and disable testChange() functions.  If your circuit is similar to that shown below but uses higher resistances, you may need to increase nsamp, IsHighCount, and preSamp.Here is the general idea of circuitry I used:
In the above, ""Drive"" refers to pin 4.  ""Sense 1"" ... ""Sense j"" (with j=4) refer to pins 2, 3, 5, 6, as in your example code.  The capacitors illustrated are tape-covered aluminum-foil pads, eg 22 x 44 mm and the resistors are 440 KΩ each (two 220 KΩ's in series).  Those resistor values produce an RC time constant of a few dozen microseconds when a button isn't touched, and a couple hundred microseconds when a button is touched.Here is some example output:In that output, the first column is switch number.  The last column is the current reading of millis() at time of printing.  The third column is total counts accrued from 12 sets of contact readings.  The simple-minded on/off algorithm used in the testChangeA() function is that a contact is on when its 12-sample count exceeds 180.  One could also add calibrations, adaptive threshholds, debouncing, etc to the code.Here is the code (which was run on an Uno, but I tested most of it on a Mega also, and it should run ok on other Arduinos as well since the direct port accesses are computed via functions like portInputRegister, portModeRegister, etc in countPins7() setup before it calls portSampler7() to run the test."
19093,"malloc() by itself generally doesn't crash a program.  It attempts to allocate the requested amount of memory, and if it can it will.  If it can't (there isn't enough memory available) then it won't allocate anything and will just return NULL.By trying to allocate more memory than you have it will just fail every time and no memory will be allocated - thus you don't actually have a memory leak, so your program doesn't fail.The main reason for crashing is a phenomenon called stack smashing where the memory area used by malloc() (known as the heap) and the memory area for the stack (used by local variables and for storing the contents of registers during function calls) collide with one another and one corrupts the other.  For instance, if the return address of the current function in the stack is corrupted, when the function finishes it will return to the wrong memory location and who knows what may happen then?  Wrong instructions will be executed for sure.For instance, try this program out instead:If all goes well you should see lots of ""Allocated 10 bytes"" followed by some ""Allocation failed"".  Since the memory is now full there is a chance that it may now crash as the stack and heap collide - in which case you would expect to see the ""Allocation failed"" messages stop."
19109,"Regarding the notion that “""internal"" interrupt latency and/or software overhead is much higher than it is for the ""external"" interrupts”, it certainly is true that PCI (pin-change interrupts) libraries PinChangeInt.h (deprecated) and EnableInterrupt.h have high software overhead.  By keeping track of former values, for each pin those libraries support separate callback routines for Rising, Falling, Change, High, and Low.  PCIs are grouped in sets of eight pins per interrupt vector, leading to 40 different cases of callback routines when a PCI fires.  That is, when a PCI occurs, the libraries quickly find out which set of pins changed – because that's what the hardware supports – but then they go through all eight pins on the vector one by one checking if it changed, and how it changed, then calling the callback associated with the particular pin and its particular state.For reading pins of a rotary encoder, say a KY-040, the overhead described above can cause loss of 10%–20% of rotary counts.  If you are concerned about not losing counts, write your own ISR()-level interrupt service routine.  The example below illustrates a routine using ISR(); this example is from my answer to previous question #18221, with some comments added here and there.  See that answer for discussion of the timing data that is this program's output.  (For rotary encoder quadrature-counting, see discussion below).  Note, for the above you may need to download and install Streaming.h via Streaming5.zip from arduiniana.org.Rotary encoder quadrature-countingThe program above tracks and reports pulse-length times, instead of decoding the quadrature signals the rotary encoder provides.  The program below reports rotary encoder counts, but does so using INT0 and INT1 instead of PCIs.  You will want to combine relevant portions of the two routines together – ie, use the interrupt setup and handling framework from above, with the body of the service routine from below.  [Note, this program is from my answer to previous question #16420.  The encoder decoding code within it is faster and shorter than other decoding code I've looked at, and is fast enough to support two encoders rotating simultaneously while losing few counts.]Using other pins for PCIsIf you wish to monitor two rotary encoder lines using pin change interrupts on pins other than A0 and A1, you may need to replace vector PCINT1_vect with some other vector, and will need to replace the pins mask with a different one.  The following program can be used to display a table of PCI vectors, masks, etc.  (As noted in my question Why PJ0 and PJ1 are not reporting as PCINT pins, pins PJ0 and PJ1 on an ATmega-2560 board will not report correctly.)ISR-framework-generating SketchThe program below generates frameworks for specified PCI pins and prints them to Serial.  See usage comments within the program.  This provides an easy way to create the basic outline of an ISR to handle PCIs."
19327,"Measuring the peak-to-peak current and scaling the result will get you an answer which will at least go up and down with the magnitude of your average AC current, so yes it is NOT incorrect.  As you suggested it will be sensitive to noise from the sensor - in fact as you are taking the highest and lowest single readings the noise will always cause the measurement to be higher than actual.However, I think you could do better.  Given that the code is already having to take many samples (basically as fast as it can) for 100mS (which will sample 5 cycles of the waveform if it is 50Hz and 6 if it is 60Hz, depending on where you are in the world), then you could actually do the maths to measure the RMS value and by basing this on all of the signal the effect of the noise will be reduced.You need to know the ADC reading when there is no current rZero (which should be around 511 but could be off a bit due to offset errors) - you could measure this with nothing connected to calibrate the sensor, or take a long term average even with the AC signal present.As the henrysbench tutorial points out it is important that the Arduino samples the signal at a high enough frequency (say 1000Hz - hence 100 samples for your 100mS sample duration)- the count of the number of times that the while loop executes sampleCount will confirm if this still the case even with the extra computation time of this code.Also if you increase the sample time please be careful that the unsigned long rSquaredSum can't overflow, but I would avoid use of doubles within the while loop as they will definitely slow it down a LOT."
19457,A common issue when using strings (character vectors) is that the vector size is not updated when the format is update. Check the size required for this data. Does it fit for the sprintf() statements?What is the worst case size required? Cheers!
19541,"Taking JRobert's advice, i checked out the simpletimer library.. the final solution was to set up three timers and change the way the buttons functioned. as per documentation of the simpletimer library, added the following global:Then to setup, i added my three timersThen started the timers in loop by adding:Finally, i edited the buttons and added variables to denote state of button. 
i.e. Changed the touch screen code for each button to kick off the timers...then i added a void for each timer, this is where i redraw the buttonsHope this helps someone else in the future, as it was a real pickle for me to figure out at first.. Thanks again, and credit goes to JRobert, his advice pointed me directly to the solution."
19710,"Well, you need a sort of tracking for your active relay, don't you? So you just have to reset that tracking variable and the previousMillis variables and you are done.Some code (note: untested and moreover I don't know how you are receiving the SMS)"
201,"ardprintf is a function that I hacked together which simulates printf over the serial connection. This function (given at the bottom) can be pasted in the beginning of the files where the function is needed. It should not create any conflicts.It can be called similar to printf. See it in action in this example:
The output as expected is:The function prototype is:It returns the number of arguments detected in the function call. This is the function definition:**To print the % character, use %%.*Now, available on Github gists."
20300,Your system works in pure C too:It might be a good idea to store any static Menu Strings into PROGMEM.
20464,Thanks to Mikael Patel for suggesting that link (your Google-Fu must be strong!).I am pasting the code below so that this answer survives any possible future deletion of the read-only part of the Arduino Forum.I also cleaned up the code a bit.
20551,"A simple bluetooth module like a HC-05 wired to your Arduino will give you a  serial stream that can be read and/or written.  With the RX/TX connected to say pins 10 & 11, a SoftwareSerial() object will provide access:If you connect the module to pins 0 & 1 - you can just use the Arduino standard Serial functions, but it will cause problems uploading to the board.  In which case you would disconnect the bluetooth module for uploading."
20885,"The issues in your code:  When communicating with the sensor, the sensor expects a register address after the device address. Instead of providing it the register address, you sent the number of bytes you would like to receive. Good guess, but unfortunately the device was not designed that way.  You did not combine the least significant bits and most significant bits of the sensor output correctly. The LSB contains the 6 (not 8) least significant bits, while the MSB contains the 6 most significant bits. You first combined them like 00MMMMMM00LLLLLL (where bits marked L come from the LSB and bits marked M come from the MSB), and then masked off the upper two bits as in MMMMMM00LLLLLL. The proper way would have been to only left shift the MSB 6 bits, producing 0000MMMMMMLLLLLL, and then masking away the upper 4 bits leaving MMMMMMLLLLLL.You should avoid 32 bit floating point math on 8-bit microcontrollers at all costs unless you have a huge amount of processor cycles to spare.In order to read data from the sensor you must first select the register you want to read. To select a register you must first send the device address (95 in decimal, 5F in hexadecimal) with the write request bit set, and then the register address of the byte you want to read.
You can then read the contents of the selected register by first sending the device address, this time with the write request bit clear, and then receiving one byte of data immediately followed by a not acknowledge (NACK) to end the transmission.  The internal registers are organized as in the following table: Here is my take on the code. It compiles fine, but obviously I cannot test if it actually works as I don't have the sensor. I removed the scaling routine, as it would be wise to first get it working to some level before implementing less essential features.  For some unfathomable reason Silicon Microstructures decided to not include the I2C interface specification in the datasheet itself. The information is instead found in a separate application note.  EDIT:
Apparently Wire.flush() does absolutely nothing. Implementation from Wire.cpp:  And no, the implementation isn't in the base class either: virtual void flush() = 0;. To work around this, I replaced the flush call with a read() loop."
20912,"it returns me Tiny lat:33.55 on serial monitor. But i want 33.546600. How do I do that? The issue is simply the number of decimal places. That can be added to the Serial.println(). Now if i want to make a String ""your location is \nlat:33.546600 \nlong: 75.456912"" , i.e. my String variable are stored in Tiny_latitude and Tiny_longitude and want to make a string my_Location. How do i do that?I would use sprintf() for that but as that requires some additional build parameters the easiest way is to use String. Some special care is needed to increase the number of decimal places. Cheers!"
20913,This has been answered in the previous question but I can repeat it here:An alternative is to use dtostrf() as in your snippet:Cheers!
21189,"Gerben's comment:You need to call stepper.run() instead of runSpeed, for moveTo to work.provides the answer. The updated code is:"
21231,Thanks @Arjan for reminding me. I would love to contribute to the community. So this is my final coding and its worked for me :
21257,"Thanks to the help of Charlie Hanson and jantje I found the universal solution!Because it is a pity that every Arduino programmer has to go through the same pain to figure out how to get the board name, I will offer my code to the public so everybody can just copy and paste it.Here it is:You can even put this code into a new header file and #include it into your project.P.D.
If you want to know additionaly to the board also the CPU model, search for the file avr_cpunames.h"
